model,num_tasks_seen,task,metric_type,accuracy
leaky_relu_0.2_ghada_sgd,2,1,Task-IL,73.35000000000001
leaky_relu_0.2_ghada_sgd,2,avg,Class-IL,36.68
leaky_relu_0.2_ghada_sgd,2,avg,Task-IL,71.85
leaky_relu_0.2_ghada_sgd,3,0,Class-IL,0.0
leaky_relu_0.2_ghada_sgd,3,0,Task-IL,62.949999999999996
leaky_relu_0.2_ghada_sgd,3,1,Class-IL,0.0
leaky_relu_0.2_ghada_sgd,3,1,Task-IL,65.2
leaky_relu_0.2_ghada_sgd,3,2,Class-IL,87.8
leaky_relu_0.2_ghada_sgd,3,2,Task-IL,87.8
leaky_relu_0.2_ghada_sgd,3,avg,Class-IL,29.27
leaky_relu_0.2_ghada_sgd,3,avg,Task-IL,71.98
leaky_relu_0.2_ghada_sgd,4,0,Class-IL,0.0
leaky_relu_0.2_ghada_sgd,4,0,Task-IL,68.60000000000001
leaky_relu_0.2_ghada_sgd,4,1,Class-IL,0.0
leaky_relu_0.2_ghada_sgd,4,1,Task-IL,62.3
leaky_relu_0.2_ghada_sgd,4,2,Class-IL,0.0
leaky_relu_0.2_ghada_sgd,4,2,Task-IL,71.0
leaky_relu_0.2_ghada_sgd,4,3,Class-IL,92.0
leaky_relu_0.2_ghada_sgd,4,3,Task-IL,92.0
leaky_relu_0.2_ghada_sgd,4,avg,Class-IL,23.0
leaky_relu_0.2_ghada_sgd,4,avg,Task-IL,73.47
leaky_relu_0.2_ghada_sgd,5,0,Class-IL,0.0
leaky_relu_0.2_ghada_sgd,5,0,Task-IL,33.900000000000006
leaky_relu_0.2_ghada_sgd,5,1,Class-IL,0.0
leaky_relu_0.2_ghada_sgd,5,1,Task-IL,53.900000000000006
leaky_relu_0.2_ghada_sgd,5,2,Class-IL,0.0
leaky_relu_0.2_ghada_sgd,5,2,Task-IL,64.3
leaky_relu_0.2_ghada_sgd,5,3,Class-IL,0.0
leaky_relu_0.2_ghada_sgd,5,3,Task-IL,70.35
leaky_relu_0.2_ghada_sgd,5,4,Class-IL,88.55
leaky_relu_0.2_ghada_sgd,5,4,Task-IL,88.55
leaky_relu_0.2_ghada_sgd,5,avg,Class-IL,17.71
leaky_relu_0.2_ghada_sgd,5,avg,Task-IL,62.2
leaky_relu_0.3_ghada_sgd,1,0,Class-IL,89.1
leaky_relu_0.3_ghada_sgd,1,0,Task-IL,89.1
leaky_relu_0.3_ghada_sgd,1,avg,Class-IL,89.1
leaky_relu_0.3_ghada_sgd,1,avg,Task-IL,89.1
leaky_relu_0.3_ghada_sgd,2,0,Class-IL,0.0
leaky_relu_0.3_ghada_sgd,2,0,Task-IL,72.15
leaky_relu_0.3_ghada_sgd,2,1,Class-IL,77.45
leaky_relu_0.3_ghada_sgd,2,1,Task-IL,77.45
leaky_relu_0.3_ghada_sgd,2,avg,Class-IL,38.72
leaky_relu_0.3_ghada_sgd,2,avg,Task-IL,74.8
leaky_relu_0.3_ghada_sgd,3,0,Class-IL,0.0
leaky_relu_0.3_ghada_sgd,3,0,Task-IL,59.3
leaky_relu_0.3_ghada_sgd,3,1,Class-IL,0.0
leaky_relu_0.3_ghada_sgd,3,1,Task-IL,62.6
leaky_relu_0.3_ghada_sgd,3,2,Class-IL,86.2
leaky_relu_0.3_ghada_sgd,3,2,Task-IL,86.2
leaky_relu_0.3_ghada_sgd,3,avg,Class-IL,28.73
leaky_relu_0.3_ghada_sgd,3,avg,Task-IL,69.37
leaky_relu_0.3_ghada_sgd,4,0,Class-IL,0.0
leaky_relu_0.3_ghada_sgd,4,0,Task-IL,60.5
leaky_relu_0.3_ghada_sgd,4,1,Class-IL,0.0
leaky_relu_0.3_ghada_sgd,4,1,Task-IL,56.699999999999996
leaky_relu_0.3_ghada_sgd,4,2,Class-IL,0.0
leaky_relu_0.3_ghada_sgd,4,2,Task-IL,62.1
leaky_relu_0.3_ghada_sgd,4,3,Class-IL,95.75
leaky_relu_0.3_ghada_sgd,4,3,Task-IL,95.75
leaky_relu_0.3_ghada_sgd,4,avg,Class-IL,23.94
leaky_relu_0.3_ghada_sgd,4,avg,Task-IL,68.76
leaky_relu_0.3_ghada_sgd,5,0,Class-IL,0.0
leaky_relu_0.3_ghada_sgd,5,0,Task-IL,68.30000000000001
leaky_relu_0.3_ghada_sgd,5,1,Class-IL,0.0
leaky_relu_0.3_ghada_sgd,5,1,Task-IL,49.9
leaky_relu_0.3_ghada_sgd,5,2,Class-IL,0.0
leaky_relu_0.3_ghada_sgd,5,2,Task-IL,52.6
leaky_relu_0.3_ghada_sgd,5,3,Class-IL,0.0
leaky_relu_0.3_ghada_sgd,5,3,Task-IL,77.60000000000001
leaky_relu_0.3_ghada_sgd,5,4,Class-IL,90.75
leaky_relu_0.3_ghada_sgd,5,4,Task-IL,90.75
leaky_relu_0.3_ghada_sgd,5,avg,Class-IL,18.15
leaky_relu_0.3_ghada_sgd,5,avg,Task-IL,67.83
silu_0.3_ghada_sgd,1,0,Class-IL,94.55
silu_0.3_ghada_sgd,1,0,Task-IL,94.55
silu_0.3_ghada_sgd,1,avg,Class-IL,94.55
silu_0.3_ghada_sgd,1,avg,Task-IL,94.55
silu_0.3_ghada_sgd,2,0,Class-IL,0.0
silu_0.3_ghada_sgd,2,0,Task-IL,77.4
silu_0.3_ghada_sgd,2,1,Class-IL,82.69999999999999
silu_0.3_ghada_sgd,2,1,Task-IL,82.69999999999999
silu_0.3_ghada_sgd,2,avg,Class-IL,41.35
silu_0.3_ghada_sgd,2,avg,Task-IL,80.05
silu_0.3_ghada_sgd,3,0,Class-IL,0.0
silu_0.3_ghada_sgd,3,0,Task-IL,65.85
silu_0.3_ghada_sgd,3,1,Class-IL,0.0
silu_0.3_ghada_sgd,3,1,Task-IL,69.0
silu_0.3_ghada_sgd,3,2,Class-IL,90.95
silu_0.3_ghada_sgd,3,2,Task-IL,90.95
silu_0.3_ghada_sgd,3,avg,Class-IL,30.32
silu_0.3_ghada_sgd,3,avg,Task-IL,75.27
silu_0.3_ghada_sgd,4,0,Class-IL,0.0
silu_0.3_ghada_sgd,4,0,Task-IL,67.45
silu_0.3_ghada_sgd,4,1,Class-IL,0.0
silu_0.3_ghada_sgd,4,1,Task-IL,68.45
silu_0.3_ghada_sgd,4,2,Class-IL,0.0
silu_0.3_ghada_sgd,4,2,Task-IL,70.75
silu_0.3_ghada_sgd,4,3,Class-IL,97.55
silu_0.3_ghada_sgd,4,3,Task-IL,97.55
silu_0.3_ghada_sgd,4,avg,Class-IL,24.39
silu_0.3_ghada_sgd,4,avg,Task-IL,76.05
silu_0.3_ghada_sgd,5,0,Class-IL,0.0
silu_0.3_ghada_sgd,5,0,Task-IL,63.7
silu_0.3_ghada_sgd,5,1,Class-IL,0.0
silu_0.3_ghada_sgd,5,1,Task-IL,61.4
silu_0.3_ghada_sgd,5,2,Class-IL,0.0
silu_0.3_ghada_sgd,5,2,Task-IL,69.19999999999999
silu_0.3_ghada_sgd,5,3,Class-IL,0.0
silu_0.3_ghada_sgd,5,3,Task-IL,84.95
silu_0.3_ghada_sgd,5,4,Class-IL,92.95
silu_0.3_ghada_sgd,5,4,Task-IL,92.95
silu_0.3_ghada_sgd,5,avg,Class-IL,18.59
silu_0.3_ghada_sgd,5,avg,Task-IL,74.44
silu_0.2_ours_adam,1,0,Class-IL,90.95
silu_0.2_ours_adam,1,0,Task-IL,90.95
silu_0.2_ours_adam,1,avg,Class-IL,90.95
silu_0.2_ours_adam,1,avg,Task-IL,90.95
silu_0.2_ours_adam,2,0,Class-IL,0.0
silu_0.2_ours_adam,2,0,Task-IL,48.3
silu_0.2_ours_adam,2,1,Class-IL,81.65
silu_0.2_ours_adam,2,1,Task-IL,81.65
silu_0.2_ours_adam,2,avg,Class-IL,40.83
silu_0.2_ours_adam,2,avg,Task-IL,64.97
silu_0.2_ours_adam,3,0,Class-IL,0.0
silu_0.2_ours_adam,3,0,Task-IL,38.3
silu_0.2_ours_adam,3,1,Class-IL,0.0
silu_0.2_ours_adam,3,1,Task-IL,50.3
silu_0.2_ours_adam,3,2,Class-IL,91.14999999999999
silu_0.2_ours_adam,3,2,Task-IL,91.14999999999999
silu_0.2_ours_adam,3,avg,Class-IL,30.38
silu_0.2_ours_adam,3,avg,Task-IL,59.92
silu_0.2_ours_adam,4,0,Class-IL,0.0
silu_0.2_ours_adam,4,0,Task-IL,51.65
silu_0.2_ours_adam,4,1,Class-IL,9.700000000000001
silu_0.2_ours_adam,4,1,Task-IL,49.95
silu_0.2_ours_adam,4,2,Class-IL,7.1499999999999995
silu_0.2_ours_adam,4,2,Task-IL,54.6
silu_0.2_ours_adam,4,3,Class-IL,31.1
silu_0.2_ours_adam,4,3,Task-IL,88.94999999999999
silu_0.2_ours_adam,4,avg,Class-IL,11.99
silu_0.2_ours_adam,4,avg,Task-IL,61.29
silu_0.2_ours_adam,5,0,Class-IL,0.0
silu_0.2_ours_adam,5,0,Task-IL,50.24999999999999
silu_0.2_ours_adam,5,1,Class-IL,0.0
silu_0.2_ours_adam,5,1,Task-IL,50.0
silu_0.2_ours_adam,5,2,Class-IL,0.0
silu_0.2_ours_adam,5,2,Task-IL,51.1
silu_0.2_ours_adam,5,3,Class-IL,0.0
silu_0.2_ours_adam,5,3,Task-IL,49.45
silu_0.2_ours_adam,5,4,Class-IL,94.69999999999999
silu_0.2_ours_adam,5,4,Task-IL,94.69999999999999
silu_0.2_ours_adam,5,avg,Class-IL,18.94
silu_0.2_ours_adam,5,avg,Task-IL,59.1
silu_0.3_ghada_adam,1,0,Class-IL,90.95
silu_0.3_ghada_adam,1,0,Task-IL,90.95
silu_0.3_ghada_adam,1,avg,Class-IL,90.95
silu_0.3_ghada_adam,1,avg,Task-IL,90.95
silu_0.3_ghada_adam,2,0,Class-IL,0.0
silu_0.3_ghada_adam,2,0,Task-IL,44.0
silu_0.3_ghada_adam,2,1,Class-IL,81.65
silu_0.3_ghada_adam,2,1,Task-IL,81.65
silu_0.3_ghada_adam,2,avg,Class-IL,40.83
silu_0.3_ghada_adam,2,avg,Task-IL,62.82
silu_0.3_ghada_adam,3,0,Class-IL,0.0
silu_0.3_ghada_adam,3,0,Task-IL,46.650000000000006
silu_0.3_ghada_adam,3,1,Class-IL,0.0
silu_0.3_ghada_adam,3,1,Task-IL,55.25
silu_0.3_ghada_adam,3,2,Class-IL,91.2
silu_0.3_ghada_adam,3,2,Task-IL,91.2
silu_0.3_ghada_adam,3,avg,Class-IL,30.4
silu_0.3_ghada_adam,3,avg,Task-IL,64.37
silu_0.3_ghada_adam,4,0,Class-IL,0.0
silu_0.3_ghada_adam,4,0,Task-IL,55.60000000000001
silu_0.3_ghada_adam,4,1,Class-IL,0.0
silu_0.3_ghada_adam,4,1,Task-IL,45.95
silu_0.3_ghada_adam,4,2,Class-IL,18.45
silu_0.3_ghada_adam,4,2,Task-IL,49.7
silu_0.3_ghada_adam,4,3,Class-IL,59.599999999999994
silu_0.3_ghada_adam,4,3,Task-IL,96.3
silu_0.3_ghada_adam,4,avg,Class-IL,19.51
silu_0.3_ghada_adam,4,avg,Task-IL,61.89
silu_0.3_ghada_adam,5,0,Class-IL,0.0
silu_0.3_ghada_adam,5,0,Task-IL,51.15
silu_0.3_ghada_adam,5,1,Class-IL,0.0
silu_0.3_ghada_adam,5,1,Task-IL,50.349999999999994
silu_0.3_ghada_adam,5,2,Class-IL,0.0
silu_0.3_ghada_adam,5,2,Task-IL,51.0
silu_0.3_ghada_adam,5,3,Class-IL,0.0
silu_0.3_ghada_adam,5,3,Task-IL,64.25
silu_0.3_ghada_adam,5,4,Class-IL,94.35
silu_0.3_ghada_adam,5,4,Task-IL,94.35
silu_0.3_ghada_adam,5,avg,Class-IL,18.87
silu_0.3_ghada_adam,5,avg,Task-IL,62.22
relu_0.2_ours_adam,1,0,Class-IL,93.85
relu_0.2_ours_adam,1,0,Task-IL,93.85
relu_0.2_ours_adam,1,avg,Class-IL,93.85
relu_0.2_ours_adam,1,avg,Task-IL,93.85
relu_0.2_ours_adam,2,0,Class-IL,0.0
relu_0.2_ours_adam,2,0,Task-IL,34.300000000000004
relu_0.2_ours_adam,2,1,Class-IL,74.55000000000001
relu_0.2_ours_adam,2,1,Task-IL,74.55000000000001
relu_0.2_ours_adam,2,avg,Class-IL,37.28
relu_0.2_ours_adam,2,avg,Task-IL,54.43
relu_0.2_ours_adam,3,0,Class-IL,0.0
relu_0.2_ours_adam,3,0,Task-IL,60.099999999999994
relu_0.2_ours_adam,3,1,Class-IL,0.0
relu_0.2_ours_adam,3,1,Task-IL,53.0
relu_0.2_ours_adam,3,2,Class-IL,87.4
relu_0.2_ours_adam,3,2,Task-IL,87.4
relu_0.2_ours_adam,3,avg,Class-IL,29.13
relu_0.2_ours_adam,3,avg,Task-IL,66.83
relu_0.2_ours_adam,4,0,Class-IL,0.0
relu_0.2_ours_adam,4,0,Task-IL,59.050000000000004
relu_0.2_ours_adam,4,1,Class-IL,0.0
relu_0.2_ours_adam,4,1,Task-IL,46.300000000000004
relu_0.2_ours_adam,4,2,Class-IL,0.0
relu_0.2_ours_adam,4,2,Task-IL,45.15
relu_0.2_ours_adam,4,3,Class-IL,96.0
relu_0.2_ours_adam,4,3,Task-IL,96.0
relu_0.2_ours_adam,4,avg,Class-IL,24.0
relu_0.2_ours_adam,4,avg,Task-IL,61.62
relu_0.2_ours_adam,5,0,Class-IL,0.0
relu_0.2_ours_adam,5,0,Task-IL,27.800000000000004
relu_0.2_ours_adam,5,1,Class-IL,0.0
relu_0.2_ours_adam,5,1,Task-IL,48.05
relu_0.2_ours_adam,5,2,Class-IL,0.0
relu_0.2_ours_adam,5,2,Task-IL,50.55
relu_0.2_ours_adam,5,3,Class-IL,0.0
relu_0.2_ours_adam,5,3,Task-IL,36.95
relu_0.2_ours_adam,5,4,Class-IL,93.85
relu_0.2_ours_adam,5,4,Task-IL,93.89999999999999
relu_0.2_ours_adam,5,avg,Class-IL,18.77
relu_0.2_ours_adam,5,avg,Task-IL,51.45
relu_0.3_ghada_sgd,1,0,Class-IL,87.45
relu_0.3_ghada_sgd,1,0,Task-IL,87.45
relu_0.3_ghada_sgd,1,avg,Class-IL,87.45
relu_0.3_ghada_sgd,1,avg,Task-IL,87.45
relu_0.3_ghada_sgd,2,0,Class-IL,0.0
relu_0.3_ghada_sgd,2,0,Task-IL,74.3
relu_0.3_ghada_sgd,2,1,Class-IL,78.95
relu_0.3_ghada_sgd,2,1,Task-IL,78.95
relu_0.3_ghada_sgd,2,avg,Class-IL,39.48
relu_0.3_ghada_sgd,2,avg,Task-IL,76.62
relu_0.3_ghada_sgd,3,0,Class-IL,0.0
relu_0.3_ghada_sgd,3,0,Task-IL,66.95
relu_0.3_ghada_sgd,3,1,Class-IL,0.0
relu_0.3_ghada_sgd,3,1,Task-IL,68.30000000000001
relu_0.3_ghada_sgd,3,2,Class-IL,89.3
relu_0.3_ghada_sgd,3,2,Task-IL,89.3
relu_0.3_ghada_sgd,3,avg,Class-IL,29.77
relu_0.3_ghada_sgd,3,avg,Task-IL,74.85
relu_0.3_ghada_sgd,4,0,Class-IL,0.0
relu_0.3_ghada_sgd,4,0,Task-IL,67.55
relu_0.3_ghada_sgd,4,1,Class-IL,0.0
relu_0.3_ghada_sgd,4,1,Task-IL,63.14999999999999
relu_0.3_ghada_sgd,4,2,Class-IL,0.0
relu_0.3_ghada_sgd,4,2,Task-IL,72.8
relu_0.3_ghada_sgd,4,3,Class-IL,96.7
relu_0.3_ghada_sgd,4,3,Task-IL,96.7
relu_0.3_ghada_sgd,4,avg,Class-IL,24.18
relu_0.3_ghada_sgd,4,avg,Task-IL,75.05
relu_0.3_ghada_sgd,5,0,Class-IL,0.0
relu_0.3_ghada_sgd,5,0,Task-IL,79.4
relu_0.3_ghada_sgd,5,1,Class-IL,0.0
relu_0.3_ghada_sgd,5,1,Task-IL,58.199999999999996
relu_0.3_ghada_sgd,5,2,Class-IL,0.0
relu_0.3_ghada_sgd,5,2,Task-IL,56.45
relu_0.3_ghada_sgd,5,3,Class-IL,0.0
relu_0.3_ghada_sgd,5,3,Task-IL,71.8
relu_0.3_ghada_sgd,5,4,Class-IL,92.35
relu_0.3_ghada_sgd,5,4,Task-IL,92.35
relu_0.3_ghada_sgd,5,avg,Class-IL,18.47
relu_0.3_ghada_sgd,5,avg,Task-IL,71.64
leaky_relu_0.3_ours_sgd,1,0,Class-IL,89.1
leaky_relu_0.3_ours_sgd,1,0,Task-IL,89.1
leaky_relu_0.3_ours_sgd,1,avg,Class-IL,89.1
leaky_relu_0.3_ours_sgd,1,avg,Task-IL,89.1
leaky_relu_0.3_ours_sgd,2,0,Class-IL,0.0
leaky_relu_0.3_ours_sgd,2,0,Task-IL,73.6
leaky_relu_0.3_ours_sgd,2,1,Class-IL,72.45
leaky_relu_0.3_ours_sgd,2,1,Task-IL,72.45
leaky_relu_0.3_ours_sgd,2,avg,Class-IL,36.22
leaky_relu_0.3_ours_sgd,2,avg,Task-IL,73.03
leaky_relu_0.3_ours_sgd,3,0,Class-IL,0.0
leaky_relu_0.3_ours_sgd,3,0,Task-IL,55.400000000000006
leaky_relu_0.3_ours_sgd,3,1,Class-IL,0.0
leaky_relu_0.3_ours_sgd,3,1,Task-IL,58.9
leaky_relu_0.3_ours_sgd,3,2,Class-IL,89.60000000000001
leaky_relu_0.3_ours_sgd,3,2,Task-IL,89.60000000000001
leaky_relu_0.3_ours_sgd,3,avg,Class-IL,29.87
leaky_relu_0.3_ours_sgd,3,avg,Task-IL,67.97
leaky_relu_0.3_ours_sgd,4,0,Class-IL,0.0
leaky_relu_0.3_ours_sgd,4,0,Task-IL,58.199999999999996
leaky_relu_0.3_ours_sgd,4,1,Class-IL,0.0
leaky_relu_0.3_ours_sgd,4,1,Task-IL,53.1
leaky_relu_0.3_ours_sgd,4,2,Class-IL,0.0
leaky_relu_0.3_ours_sgd,4,2,Task-IL,46.5
leaky_relu_0.3_ours_sgd,4,3,Class-IL,96.0
leaky_relu_0.3_ours_sgd,4,3,Task-IL,96.0
leaky_relu_0.3_ours_sgd,4,avg,Class-IL,24.0
leaky_relu_0.3_ours_sgd,4,avg,Task-IL,63.45
leaky_relu_0.3_ours_sgd,5,0,Class-IL,0.0
leaky_relu_0.3_ours_sgd,5,0,Task-IL,75.35
leaky_relu_0.3_ours_sgd,5,1,Class-IL,0.0
leaky_relu_0.3_ours_sgd,5,1,Task-IL,53.15
leaky_relu_0.3_ours_sgd,5,2,Class-IL,0.0
leaky_relu_0.3_ours_sgd,5,2,Task-IL,59.45
leaky_relu_0.3_ours_sgd,5,3,Class-IL,0.0
leaky_relu_0.3_ours_sgd,5,3,Task-IL,39.35
leaky_relu_0.3_ours_sgd,5,4,Class-IL,92.85
leaky_relu_0.3_ours_sgd,5,4,Task-IL,92.85
leaky_relu_0.3_ours_sgd,5,avg,Class-IL,18.57
leaky_relu_0.3_ours_sgd,5,avg,Task-IL,64.03
relu_0.2_ghada_adam,1,0,Class-IL,93.85
relu_0.2_ghada_adam,1,0,Task-IL,93.85
relu_0.2_ghada_adam,1,avg,Class-IL,93.85
relu_0.2_ghada_adam,1,avg,Task-IL,93.85
relu_0.2_ghada_adam,2,0,Class-IL,0.0
relu_0.2_ghada_adam,2,0,Task-IL,34.300000000000004
relu_0.2_ghada_adam,2,1,Class-IL,74.55000000000001
relu_0.2_ghada_adam,2,1,Task-IL,74.55000000000001
relu_0.2_ghada_adam,2,avg,Class-IL,37.28
relu_0.2_ghada_adam,2,avg,Task-IL,54.43
relu_0.2_ghada_adam,3,0,Class-IL,0.0
relu_0.2_ghada_adam,3,0,Task-IL,60.099999999999994
relu_0.2_ghada_adam,3,1,Class-IL,0.0
relu_0.2_ghada_adam,3,1,Task-IL,53.0
relu_0.2_ghada_adam,3,2,Class-IL,87.4
relu_0.2_ghada_adam,3,2,Task-IL,87.4
relu_0.2_ghada_adam,3,avg,Class-IL,29.13
relu_0.2_ghada_adam,3,avg,Task-IL,66.83
relu_0.2_ghada_adam,4,0,Class-IL,0.0
relu_0.2_ghada_adam,4,0,Task-IL,59.050000000000004
relu_0.2_ghada_adam,4,1,Class-IL,0.0
relu_0.2_ghada_adam,4,1,Task-IL,46.300000000000004
relu_0.2_ghada_adam,4,2,Class-IL,0.0
relu_0.2_ghada_adam,4,2,Task-IL,45.15
relu_0.2_ghada_adam,4,3,Class-IL,96.0
relu_0.2_ghada_adam,4,3,Task-IL,96.0
relu_0.2_ghada_adam,4,avg,Class-IL,24.0
relu_0.2_ghada_adam,4,avg,Task-IL,61.62
relu_0.2_ghada_adam,5,0,Class-IL,0.0
relu_0.2_ghada_adam,5,0,Task-IL,27.800000000000004
relu_0.2_ghada_adam,5,1,Class-IL,0.0
relu_0.2_ghada_adam,5,1,Task-IL,48.05
relu_0.2_ghada_adam,5,2,Class-IL,0.0
relu_0.2_ghada_adam,5,2,Task-IL,50.55
relu_0.2_ghada_adam,5,3,Class-IL,0.0
relu_0.2_ghada_adam,5,3,Task-IL,36.95
relu_0.2_ghada_adam,5,4,Class-IL,93.85
relu_0.2_ghada_adam,5,4,Task-IL,93.89999999999999
relu_0.2_ghada_adam,5,avg,Class-IL,18.77
relu_0.2_ghada_adam,5,avg,Task-IL,51.45
relu_0.3_ghada_adam,1,0,Class-IL,93.85
relu_0.3_ghada_adam,1,0,Task-IL,93.85
relu_0.3_ghada_adam,1,avg,Class-IL,93.85
relu_0.3_ghada_adam,1,avg,Task-IL,93.85
relu_0.3_ghada_adam,2,0,Class-IL,0.0
relu_0.3_ghada_adam,2,0,Task-IL,45.050000000000004
relu_0.3_ghada_adam,2,1,Class-IL,78.2
relu_0.3_ghada_adam,2,1,Task-IL,78.2
relu_0.3_ghada_adam,2,avg,Class-IL,39.1
relu_0.3_ghada_adam,2,avg,Task-IL,61.62
relu_0.3_ghada_adam,3,0,Class-IL,0.0
relu_0.3_ghada_adam,3,0,Task-IL,60.75000000000001
relu_0.3_ghada_adam,3,1,Class-IL,0.0
relu_0.3_ghada_adam,3,1,Task-IL,50.0
relu_0.3_ghada_adam,3,2,Class-IL,87.7
relu_0.3_ghada_adam,3,2,Task-IL,87.7
relu_0.3_ghada_adam,3,avg,Class-IL,29.23
relu_0.3_ghada_adam,3,avg,Task-IL,66.15
relu_0.3_ghada_adam,4,0,Class-IL,0.0
relu_0.3_ghada_adam,4,0,Task-IL,49.2
relu_0.3_ghada_adam,4,1,Class-IL,0.0
relu_0.3_ghada_adam,4,1,Task-IL,44.3
relu_0.3_ghada_adam,4,2,Class-IL,0.15
relu_0.3_ghada_adam,4,2,Task-IL,50.0
relu_0.3_ghada_adam,4,3,Class-IL,87.0
