layer,task,epoch,overlap_ratio,current_dead,historical_dead,intersection
conv1,0,2,0.9038461538461539,52,56,47
layer1,0,2,0.9056603773584906,53,58,48
layer2,0,2,0.9919354838709677,126,124,123
layer3,0,2,1.0,253,248,248
layer4,0,2,1.0,504,477,477
conv1,0,3,1.0,51,61,51
layer1,0,3,1.0,53,63,53
layer2,0,3,0.9919354838709677,124,127,123
layer3,0,3,1.0,242,253,242
layer4,0,3,1.0,479,504,479
conv1,0,4,1.0,46,61,46
layer1,0,4,1.0,50,63,50
layer2,0,4,1.0,120,128,120
layer3,0,4,1.0,242,253,242
layer4,0,4,1.0,476,504,476
conv1,0,5,1.0,48,61,48
layer1,0,5,1.0,55,63,55
layer2,0,5,1.0,115,128,115
layer3,0,5,1.0,234,253,234
layer4,0,5,1.0,462,504,462
conv1,0,6,1.0,47,61,47
layer1,0,6,1.0,52,63,52
layer2,0,6,1.0,108,128,108
layer3,0,6,0.9956331877729258,229,253,228
layer4,0,6,1.0,444,504,444
conv1,0,7,1.0,41,61,41
layer1,0,7,1.0,52,63,52
layer2,0,7,1.0,124,128,124
layer3,0,7,0.9959514170040485,247,254,246
layer4,0,7,0.9979423868312757,486,504,485
conv1,0,8,1.0,48,61,48
layer1,0,8,0.9818181818181818,55,63,54
layer2,0,8,1.0,116,128,116
layer3,0,8,1.0,243,255,243
layer4,0,8,1.0,477,505,477
conv1,0,9,1.0,42,61,42
layer1,0,9,1.0,55,64,55
layer2,0,9,1.0,114,128,114
layer3,0,9,1.0,232,255,232
layer4,0,9,1.0,445,505,445
conv1,1,0,0.9591836734693877,49,61,47
layer1,1,0,1.0,55,64,55
layer2,1,0,1.0,117,128,117
layer3,1,0,0.9957264957264957,234,255,233
layer4,1,0,0.9847494553376906,459,505,452
conv1,1,1,1.0,51,63,51
layer1,1,1,1.0,57,64,57
layer2,1,1,1.0,124,128,124
layer3,1,1,1.0,243,256,243
layer4,1,1,1.0,477,512,477
conv1,1,2,1.0,53,63,53
layer1,1,2,1.0,58,64,58
layer2,1,2,1.0,124,128,124
layer3,1,2,1.0,246,256,246
layer4,1,2,1.0,481,512,481
conv1,1,3,1.0,49,63,49
layer1,1,3,1.0,61,64,61
layer2,1,3,1.0,125,128,125
layer3,1,3,1.0,248,256,248
layer4,1,3,1.0,482,512,482
conv1,1,4,1.0,55,63,55
layer1,1,4,1.0,61,64,61
layer2,1,4,1.0,124,128,124
layer3,1,4,1.0,247,256,247
layer4,1,4,1.0,478,512,478
conv1,1,5,1.0,58,63,58
layer1,1,5,1.0,63,64,63
layer2,1,5,1.0,125,128,125
layer3,1,5,1.0,248,256,248
layer4,1,5,1.0,474,512,474
conv1,1,6,1.0,48,63,48
layer1,1,6,1.0,57,64,57
layer2,1,6,1.0,123,128,123
layer3,1,6,1.0,253,256,253
layer4,1,6,1.0,484,512,484
conv1,1,7,1.0,56,63,56
layer1,1,7,1.0,60,64,60
layer2,1,7,1.0,122,128,122
layer3,1,7,1.0,252,256,252
layer4,1,7,1.0,483,512,483
conv1,1,8,1.0,57,63,57
layer1,1,8,1.0,61,64,61
layer2,1,8,1.0,125,128,125
layer3,1,8,1.0,252,256,252
layer4,1,8,1.0,476,512,476
conv1,1,9,0.9827586206896551,58,63,57
layer1,1,9,1.0,59,64,59
layer2,1,9,1.0,126,128,126
layer3,1,9,1.0,254,256,254
layer4,1,9,1.0,493,512,493
conv1,2,0,1.0,57,64,57
layer1,2,0,1.0,58,64,58
layer2,2,0,1.0,113,128,113
layer3,2,0,1.0,227,256,227
layer4,2,0,1.0,467,512,467
conv1,2,1,1.0,56,64,56
layer1,2,1,1.0,59,64,59
layer2,2,1,1.0,121,128,121
layer3,2,1,1.0,227,256,227
layer4,2,1,1.0,472,512,472
conv1,2,2,1.0,59,64,59
layer1,2,2,1.0,61,64,61
layer2,2,2,1.0,128,128,128
layer3,2,2,1.0,240,256,240
layer4,2,2,1.0,494,512,494
conv1,2,3,1.0,59,64,59
layer1,2,3,1.0,61,64,61
layer2,2,3,1.0,128,128,128
layer3,2,3,1.0,231,256,231
layer4,2,3,1.0,482,512,482
conv1,2,4,1.0,60,64,60
layer1,2,4,1.0,61,64,61
layer2,2,4,1.0,124,128,124
layer3,2,4,1.0,241,256,241
layer4,2,4,1.0,488,512,488
conv1,2,5,1.0,59,64,59
layer1,2,5,1.0,61,64,61
layer2,2,5,1.0,128,128,128
layer3,2,5,1.0,235,256,235
layer4,2,5,1.0,488,512,488
conv1,2,6,1.0,59,64,59
layer1,2,6,1.0,60,64,60
layer2,2,6,1.0,128,128,128
layer3,2,6,1.0,228,256,228
layer4,2,6,1.0,484,512,484
conv1,2,7,1.0,57,64,57
layer1,2,7,1.0,60,64,60
layer2,2,7,1.0,127,128,127
layer3,2,7,1.0,223,256,223
layer4,2,7,1.0,479,512,479
conv1,2,8,1.0,57,64,57
layer1,2,8,1.0,59,64,59
layer2,2,8,1.0,127,128,127
layer3,2,8,1.0,226,256,226
layer4,2,8,1.0,471,512,471
conv1,2,9,1.0,59,64,59
layer1,2,9,1.0,60,64,60
layer2,2,9,1.0,127,128,127
layer3,2,9,1.0,226,256,226
layer4,2,9,1.0,481,512,481
conv1,3,0,1.0,58,64,58
layer1,3,0,1.0,57,64,57
layer2,3,0,1.0,118,128,118
layer3,3,0,1.0,245,256,245
layer4,3,0,1.0,488,512,488
conv1,3,1,1.0,57,64,57
layer1,3,1,1.0,59,64,59
layer2,3,1,1.0,116,128,116
layer3,3,1,1.0,254,256,254
layer4,3,1,1.0,493,512,493
conv1,3,2,1.0,57,64,57
layer1,3,2,1.0,58,64,58
layer2,3,2,1.0,115,128,115
layer3,3,2,1.0,247,256,247
layer4,3,2,1.0,488,512,488
conv1,3,3,1.0,56,64,56
layer1,3,3,1.0,60,64,60
layer2,3,3,1.0,119,128,119
layer3,3,3,1.0,249,256,249
layer4,3,3,1.0,482,512,482
conv1,3,4,1.0,59,64,59
layer1,3,4,1.0,61,64,61
layer2,3,4,1.0,120,128,120
layer3,3,4,1.0,249,256,249
layer4,3,4,1.0,481,512,481
conv1,3,5,1.0,58,64,58
layer1,3,5,1.0,60,64,60
layer2,3,5,1.0,119,128,119
layer3,3,5,1.0,251,256,251
layer4,3,5,1.0,482,512,482
conv1,3,6,1.0,58,64,58
layer1,3,6,1.0,59,64,59
layer2,3,6,1.0,119,128,119
layer3,3,6,1.0,245,256,245
layer4,3,6,1.0,475,512,475
conv1,3,7,1.0,59,64,59
layer1,3,7,1.0,60,64,60
layer2,3,7,1.0,121,128,121
layer3,3,7,1.0,253,256,253
layer4,3,7,1.0,483,512,483
conv1,3,8,1.0,54,64,54
layer1,3,8,1.0,59,64,59
layer2,3,8,1.0,122,128,122
layer3,3,8,1.0,254,256,254
layer4,3,8,1.0,483,512,483
conv1,3,9,1.0,59,64,59
layer1,3,9,1.0,59,64,59
layer2,3,9,1.0,118,128,118
layer3,3,9,1.0,250,256,250
layer4,3,9,1.0,460,512,460
conv1,4,0,1.0,57,64,57
layer1,4,0,1.0,59,64,59
layer2,4,0,1.0,122,128,122
layer3,4,0,1.0,240,256,240
layer4,4,0,1.0,484,512,484
conv1,4,1,1.0,57,64,57
layer1,4,1,1.0,58,64,58
layer2,4,1,1.0,121,128,121
layer3,4,1,1.0,233,256,233
layer4,4,1,1.0,476,512,476
conv1,4,2,1.0,57,64,57
layer1,4,2,1.0,57,64,57
layer2,4,2,1.0,125,128,125
layer3,4,2,1.0,244,256,244
layer4,4,2,1.0,496,512,496
conv1,4,3,1.0,57,64,57
layer1,4,3,1.0,57,64,57
layer2,4,3,1.0,124,128,124
layer3,4,3,1.0,239,256,239
layer4,4,3,1.0,480,512,480
conv1,4,4,1.0,57,64,57
layer1,4,4,1.0,57,64,57
layer2,4,4,1.0,127,128,127
layer3,4,4,1.0,243,256,243
layer4,4,4,1.0,488,512,488
conv1,4,5,1.0,57,64,57
layer1,4,5,1.0,59,64,59
layer2,4,5,1.0,127,128,127
layer3,4,5,1.0,249,256,249
layer4,4,5,1.0,495,512,495
conv1,4,6,1.0,57,64,57
layer1,4,6,1.0,57,64,57
layer2,4,6,1.0,125,128,125
layer3,4,6,1.0,239,256,239
layer4,4,6,1.0,486,512,486
conv1,4,7,1.0,57,64,57
layer1,4,7,1.0,56,64,56
layer2,4,7,1.0,127,128,127
layer3,4,7,1.0,247,256,247
layer4,4,7,1.0,490,512,490
conv1,4,8,1.0,57,64,57
layer1,4,8,1.0,59,64,59
layer2,4,8,1.0,125,128,125
layer3,4,8,1.0,251,256,251
layer4,4,8,1.0,489,512,489
conv1,4,9,1.0,57,64,57
layer1,4,9,1.0,59,64,59
layer2,4,9,1.0,123,128,123
layer3,4,9,1.0,246,256,246
layer4,4,9,1.0,488,512,488
conv1,1,1,1.0,2,1,1
layer4,1,1,1.0,16,48,16
conv1,1,2,1.0,1,2,1
layer4,1,2,1.0,12,48,12
conv1,1,3,0.5,3,2,1
layer4,1,3,0.8928571428571429,28,48,25
conv1,1,4,0.6666666666666666,3,4,2
layer4,1,4,1.0,14,51,14
conv1,1,5,0.75,4,5,3
layer4,1,5,0.8846153846153846,26,51,23
conv1,1,6,1.0,3,6,3
layer4,1,6,1.0,14,54,14
conv1,1,7,1.0,2,6,2
layer4,1,7,0.8928571428571429,28,54,25
conv1,1,8,0.6666666666666666,3,6,2
layer4,1,8,0.8857142857142857,35,57,31
conv1,1,9,1.0,3,7,3
layer4,1,9,0.967741935483871,31,61,30
conv1,2,0,1.0,2,7,2
layer4,2,0,0.5483870967741935,341,62,34
conv1,2,1,1.0,2,7,2
layer4,2,1,1.0,294,369,294
conv1,2,2,1.0,2,7,2
layer4,2,2,1.0,304,369,304
conv1,2,3,1.0,2,7,2
layer4,2,3,0.9966216216216216,296,369,295
conv1,2,4,1.0,3,7,3
layer4,2,4,0.9779874213836478,318,370,311
conv1,2,5,0.6,5,7,3
layer4,2,5,0.9965156794425087,287,377,286
conv1,2,6,1.0,4,9,4
layer4,2,6,0.9967637540453075,309,378,308
conv1,2,7,1.0,4,9,4
layer4,2,7,1.0,238,379,238
conv1,2,8,0.8,5,9,4
layer4,2,8,1.0,232,379,232
conv1,2,9,1.0,5,10,5
layer4,2,9,1.0,182,379,182
conv1,3,0,0.8571428571428571,7,10,6
layer4,3,0,0.8575197889182058,420,379,325
conv1,3,1,1.0,7,11,7
layer4,3,1,0.9973190348525469,373,474,372
conv1,3,2,0.8571428571428571,7,11,6
layer3,3,2,1.0,1,1,1
layer4,3,2,0.9947780678851175,383,475,381
conv1,3,3,1.0,6,12,6
layer4,3,3,1.0,360,477,360
conv1,3,4,1.0,7,12,7
layer4,3,4,1.0,369,477,369
conv1,3,5,0.8571428571428571,7,12,6
layer4,3,5,1.0,360,477,360
conv1,3,6,1.0,7,13,7
layer4,3,6,1.0,273,477,273
conv1,3,7,1.0,7,13,7
layer4,3,7,1.0,331,477,331
conv1,3,8,0.75,8,13,6
layer4,3,8,1.0,299,477,299
conv1,3,9,1.0,5,15,5
layer4,3,9,1.0,279,477,279
layer4,2,1,1.0,2,5,2
layer4,2,2,1.0,4,5,4
layer4,2,5,0.5,2,5,1
layer4,3,0,0.16666666666666666,63,6,1
layer4,3,1,1.0,27,68,27
layer4,3,2,1.0,3,68,3
conv1,3,3,1.0,1,1,1
layer4,3,3,1.0,13,68,13
conv1,3,4,1.0,1,1,1
layer4,3,4,0.9411764705882353,34,68,32
conv1,3,5,1.0,1,1,1
conv1,3,6,1.0,1,1,1
layer4,3,6,1.0,18,70,18
conv1,3,7,1.0,1,1,1
layer4,3,7,1.0,1,70,1
conv1,3,8,1.0,1,1,1
layer4,3,8,1.0,2,70,2
conv1,3,9,1.0,1,1,1
layer4,3,9,1.0,3,70,3
conv1,4,0,1.0,1,1,1
layer4,4,0,0.4166666666666667,36,70,15
conv1,4,1,1.0,1,1,1
layer4,4,1,1.0,16,91,16
conv1,4,2,1.0,1,1,1
layer4,4,2,0.5949367088607594,79,91,47
conv1,4,3,1.0,1,1,1
layer4,4,3,1.0,8,123,8
conv1,4,4,1.0,1,1,1
layer4,4,4,1.0,26,123,26
conv1,4,5,1.0,1,1,1
layer4,4,5,1.0,1,123,1
conv1,4,6,1.0,1,1,1
layer4,4,6,1.0,25,123,25
conv1,4,7,1.0,1,1,1
layer4,4,7,1.0,9,123,9
conv1,4,8,1.0,1,1,1
layer4,4,8,1.0,1,123,1
conv1,4,9,1.0,1,1,1
layer4,1,7,0.0,1,1,0
layer4,2,0,0.0,191,2,0
layer4,2,1,1.0,135,193,135
layer4,2,2,0.9815950920245399,163,193,160
layer4,2,3,0.9862068965517241,145,196,143
layer4,2,4,0.9736842105263158,152,198,148
layer4,2,5,1.0,126,202,126
conv1,2,6,1.0,1,1,1
layer4,2,6,0.9190751445086706,173,202,159
layer4,2,7,0.9921259842519685,127,216,126
layer4,2,8,1.0,124,217,124
layer4,2,9,1.0,91,217,91
layer4,3,0,0.7695852534562212,343,217,167
layer4,3,1,1.0,289,393,289
layer4,3,2,0.996742671009772,307,393,306
layer4,3,3,0.9967320261437909,306,394,305
layer4,3,4,1.0,279,395,279
layer4,3,5,1.0,229,395,229
layer4,3,6,1.0,170,395,170
layer4,3,7,1.0,99,395,99
layer4,3,8,1.0,133,395,133
layer4,3,9,1.0,115,395,115
conv1,4,0,0.0,2,1,0
layer4,4,0,0.8632911392405064,435,395,341
conv1,4,1,1.0,2,3,2
layer4,4,1,1.0,410,489,410
conv1,4,2,1.0,2,3,2
layer4,4,2,1.0,361,489,361
conv1,4,3,1.0,2,3,2
layer4,4,3,1.0,363,489,363
conv1,4,4,1.0,2,3,2
layer4,4,4,1.0,383,489,383
conv1,4,5,1.0,2,3,2
layer4,4,5,1.0,370,489,370
conv1,4,6,1.0,2,3,2
layer4,4,6,1.0,278,489,278
conv1,4,7,1.0,2,3,2
layer4,4,7,1.0,319,489,319
conv1,4,8,1.0,2,3,2
layer4,4,8,1.0,328,489,328
conv1,4,9,1.0,2,3,2
layer4,4,9,1.0,271,489,271
layer4,2,1,1.0,2,5,2
layer4,2,2,1.0,4,5,4
layer4,2,5,0.5,2,5,1
layer4,3,0,0.16666666666666666,63,6,1
layer4,3,1,1.0,27,68,27
layer4,3,2,1.0,3,68,3
conv1,3,3,1.0,1,1,1
layer4,3,3,1.0,13,68,13
conv1,3,4,1.0,1,1,1
layer4,3,4,0.9411764705882353,34,68,32
conv1,3,5,1.0,1,1,1
conv1,3,6,1.0,1,1,1
layer4,3,6,1.0,18,70,18
conv1,3,7,1.0,1,1,1
layer4,3,7,1.0,1,70,1
conv1,3,8,1.0,1,1,1
layer4,3,8,1.0,2,70,2
conv1,3,9,1.0,1,1,1
layer4,3,9,1.0,3,70,3
conv1,4,0,1.0,1,1,1
layer4,4,0,0.4166666666666667,36,70,15
conv1,4,1,1.0,1,1,1
layer4,4,1,1.0,16,91,16
conv1,4,2,1.0,1,1,1
layer4,4,2,0.5949367088607594,79,91,47
conv1,4,3,1.0,1,1,1
layer4,4,3,1.0,8,123,8
conv1,4,4,1.0,1,1,1
layer4,4,4,1.0,26,123,26
conv1,4,5,1.0,1,1,1
layer4,4,5,1.0,1,123,1
conv1,4,6,1.0,1,1,1
layer4,4,6,1.0,25,123,25
conv1,4,7,1.0,1,1,1
layer4,4,7,1.0,9,123,9
conv1,4,8,1.0,1,1,1
layer4,4,8,1.0,1,123,1
conv1,4,9,1.0,1,1,1
layer4,1,7,0.0,1,1,0
layer4,2,0,0.0,191,2,0
layer4,2,1,1.0,135,193,135
layer4,2,2,0.9815950920245399,163,193,160
layer4,2,3,0.9862068965517241,145,196,143
layer4,2,4,0.9736842105263158,152,198,148
layer4,2,5,1.0,126,202,126
conv1,2,6,1.0,1,1,1
layer4,2,6,0.9190751445086706,173,202,159
layer4,2,7,0.9921259842519685,127,216,126
layer4,2,8,1.0,123,217,123
layer4,2,9,1.0,86,217,86
layer4,3,0,0.7511520737327189,335,217,163
layer4,3,1,0.9965635738831615,291,389,290
layer4,3,2,1.0,180,390,180
layer4,3,3,1.0,146,390,146
layer4,3,4,0.9931972789115646,294,390,292
layer4,3,5,1.0,215,392,215
layer4,3,6,1.0,96,392,96
layer4,3,7,1.0,157,392,157
layer4,3,8,1.0,124,392,124
layer4,3,9,1.0,70,392,70
layer4,4,0,0.8571428571428571,430,392,336
layer4,4,1,0.9953379953379954,429,486,427
conv1,4,2,0.0,1,1,0
layer4,4,2,0.9953488372093023,430,488,428
conv1,4,3,1.0,1,2,1
layer4,4,3,1.0,423,490,423
conv1,4,4,1.0,1,2,1
layer4,4,4,1.0,395,490,395
layer4,4,5,1.0,398,490,398
layer4,4,6,1.0,412,490,412
layer4,4,7,1.0,386,490,386
layer4,4,8,1.0,362,490,362
layer4,4,9,1.0,398,490,398
layer4,0,1,1.0,1,92,1
layer4,0,2,0.75,20,92,15
layer4,1,0,0.31958762886597936,169,97,31
layer4,1,1,1.0,7,235,7
layer4,1,3,1.0,1,235,1
layer4,1,4,0.967741935483871,31,235,30
layer4,1,5,0.8698630136986302,146,236,127
layer4,1,6,1.0,17,255,17
layer4,1,7,0.807843137254902,257,255,206
layer4,1,8,0.9369369369369369,222,306,208
conv1,1,9,0.0,1,1,0
layer4,1,9,1.0,34,320,34
layer4,2,0,0.7169811320754716,212,320,152
conv1,2,1,0.5,2,2,1
layer4,2,1,0.9919354838709677,124,380,123
conv1,2,2,1.0,2,3,2
layer4,2,2,0.9936305732484076,157,381,156
conv1,2,3,1.0,2,3,2
layer4,2,3,1.0,112,382,112
conv1,2,4,0.6666666666666666,7,3,2
layer4,2,4,1.0,25,382,25
conv1,2,5,1.0,7,8,7
layer4,2,5,1.0,26,382,26
conv1,2,6,1.0,7,8,7
layer4,2,6,1.0,77,382,77
conv1,2,7,0.875,9,8,7
layer4,2,7,1.0,144,382,144
conv1,2,8,0.9,13,10,9
layer4,2,8,1.0,23,382,23
conv1,2,9,0.9,10,14,9
conv1,3,0,0.9,10,15,9
layer4,3,0,0.8235294117647058,187,382,154
conv1,3,1,1.0,10,16,10
layer4,3,1,1.0,103,415,103
conv1,3,2,1.0,10,16,10
layer4,3,2,1.0,106,415,106
conv1,3,3,1.0,9,16,9
layer4,3,3,1.0,103,415,103
conv1,3,4,1.0,9,16,9
layer4,3,4,1.0,89,415,89
conv1,3,5,1.0,9,16,9
layer4,3,5,1.0,52,415,52
conv1,3,6,1.0,9,16,9
layer4,3,6,1.0,68,415,68
conv1,3,7,1.0,9,16,9
layer4,3,7,1.0,50,415,50
conv1,3,8,0.9090909090909091,11,16,10
layer4,3,8,0.98989898989899,99,415,98
conv1,3,9,1.0,9,17,9
layer4,3,9,1.0,46,416,46
conv1,4,0,1.0,8,17,8
layer4,4,0,0.9292035398230089,226,416,210
conv1,4,1,1.0,8,17,8
layer4,4,1,0.9950248756218906,201,432,200
conv1,4,2,1.0,8,17,8
layer4,4,2,0.9717314487632509,283,433,275
conv1,4,3,1.0,8,17,8
layer4,4,3,1.0,262,441,262
conv1,4,4,1.0,8,17,8
layer4,4,4,1.0,138,441,138
conv1,4,5,1.0,9,17,9
layer4,4,5,1.0,143,441,143
conv1,4,6,1.0,8,17,8
layer4,4,6,1.0,212,441,212
conv1,4,7,1.0,8,17,8
layer4,4,7,1.0,146,441,146
conv1,4,8,1.0,8,17,8
layer4,4,8,1.0,190,441,190
conv1,4,9,1.0,8,17,8
layer4,4,9,0.9921875,256,441,254
conv1,1,1,1.0,2,1,1
layer4,1,1,1.0,16,48,16
conv1,1,2,1.0,1,2,1
layer4,1,2,1.0,12,48,12
conv1,1,3,0.5,3,2,1
layer4,1,3,0.8620689655172413,29,48,25
conv1,1,4,0.6666666666666666,3,4,2
layer4,1,4,1.0,19,52,19
conv1,1,5,0.75,4,5,3
layer4,1,5,0.7777777777777778,36,52,28
conv1,1,6,0.6666666666666666,3,6,2
layer4,1,6,1.0,17,60,17
conv1,1,7,1.0,2,7,2
layer4,1,7,0.9411764705882353,34,60,32
conv1,1,8,1.0,2,7,2
layer4,1,8,0.9411764705882353,34,62,32
conv1,1,9,0.6666666666666666,3,7,2
layer4,1,9,0.9736842105263158,38,64,37
conv1,2,0,1.0,2,8,2
layer4,2,0,0.6307692307692307,371,65,41
conv1,2,1,0.6666666666666666,3,8,2
layer4,2,1,1.0,334,395,334
conv1,2,2,1.0,2,9,2
layer4,2,2,0.9968847352024922,321,395,320
conv1,2,3,1.0,2,9,2
layer4,2,3,1.0,315,396,315
conv1,2,4,0.6666666666666666,3,9,2
layer4,2,4,0.9969418960244648,327,396,326
conv1,2,5,1.0,2,10,2
layer4,2,5,1.0,288,397,288
conv1,2,6,1.0,2,10,2
layer4,2,6,0.9966216216216216,296,397,295
conv1,2,7,1.0,2,10,2
layer4,2,7,1.0,234,398,234
conv1,2,8,0.6666666666666666,3,10,2
layer4,2,8,1.0,252,398,252
conv1,2,9,1.0,2,11,2
layer4,2,9,1.0,218,398,218
conv1,3,0,1.0,2,11,2
layer4,3,0,0.8341708542713567,408,398,332
conv1,3,1,1.0,2,11,2
layer4,3,1,0.9974489795918368,392,474,391
conv1,3,2,1.0,2,11,2
layer4,3,2,0.9949748743718593,398,475,396
conv1,3,3,1.0,2,11,2
layer4,3,3,1.0,377,477,377
conv1,3,4,1.0,2,11,2
layer4,3,4,1.0,368,477,368
conv1,3,5,1.0,2,11,2
layer4,3,5,1.0,363,477,363
conv1,3,6,1.0,2,11,2
layer4,3,6,1.0,295,477,295
conv1,3,7,0.6666666666666666,3,11,2
layer4,3,7,1.0,363,477,363
conv1,3,8,0.4,5,12,2
layer4,3,8,1.0,327,477,327
conv1,3,9,1.0,3,15,3
layer4,3,9,1.0,312,477,312
conv1,4,0,1.0,2,15,2
layer4,4,0,0.9402985074626866,469,477,441
conv1,4,1,1.0,2,15,2
layer4,4,1,1.0,408,505,408
conv1,4,2,0.75,4,15,3
layer4,4,2,1.0,415,505,415
conv1,4,3,1.0,5,16,5
layer4,4,3,1.0,406,505,406
conv1,4,4,1.0,4,16,4
layer4,4,4,1.0,393,505,393
conv1,4,5,0.8333333333333334,6,16,5
layer4,4,5,1.0,378,505,378
conv1,4,6,1.0,4,17,4
layer4,4,6,1.0,387,505,387
conv1,4,7,0.75,4,17,3
layer4,4,7,1.0,379,505,379
conv1,4,8,1.0,2,18,2
layer4,4,8,1.0,377,505,377
conv1,4,9,1.0,2,18,2
layer4,4,9,1.0,395,505,395
layer4,0,1,1.0,1,92,1
